ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
ck1r6ixic36mc07572nhxpahg,ck1iwe0skrjfp0cwbe9duh60o,https://storage.labelbox.com/ck1itsh2xsfpm08633yp1alpu%2F007a6554-e4a3-c781-a09a-2e6c5694663a-DJI_0327.JPG?Expires=1572907151434&KeyName=labelbox-assets-key-1&Signature=Ht-G_urFEpPPZIWGUAZnsyBZMf0,"{""Vehicle"":[{""geometry"":[{""x"":965,""y"":868},{""x"":1544,""y"":868},{""x"":1544,""y"":1172},{""x"":965,""y"":1172}]},{""geometry"":[{""x"":928,""y"":611},{""x"":1525,""y"":611},{""x"":1525,""y"":855},{""x"":928,""y"":855}]},{""geometry"":[{""x"":992,""y"":331},{""x"":1502,""y"":331},{""x"":1502,""y"":593},{""x"":992,""y"":593}]},{""geometry"":[{""x"":859,""y"":1218},{""x"":1553,""y"":1218},{""x"":1553,""y"":1489},{""x"":859,""y"":1489}]},{""geometry"":[{""x"":896,""y"":1516},{""x"":1539,""y"":1516},{""x"":1539,""y"":1728},{""x"":896,""y"":1728}]},{""geometry"":[{""x"":46,""y"":629},{""x"":657,""y"":629},{""x"":657,""y"":901},{""x"":46,""y"":901}]},{""geometry"":[{""x"":147,""y"":960},{""x"":671,""y"":960},{""x"":671,""y"":1135},{""x"":147,""y"":1135}]},{""geometry"":[{""x"":46,""y"":1199},{""x"":726,""y"":1199},{""x"":726,""y"":1502},{""x"":46,""y"":1502}]},{""geometry"":[{""x"":92,""y"":1820},{""x"":602,""y"":1820},{""x"":602,""y"":2104},{""x"":92,""y"":2104}]},{""geometry"":[{""x"":960,""y"":1792},{""x"":1498,""y"":1792},{""x"":1498,""y"":2068},{""x"":960,""y"":2068}]},{""geometry"":[{""x"":979,""y"":2100},{""x"":1576,""y"":2100},{""x"":1576,""y"":2330},{""x"":979,""y"":2330}]},{""geometry"":[{""x"":1002,""y"":2398},{""x"":1571,""y"":2398},{""x"":1571,""y"":2642},{""x"":1002,""y"":2642}]},{""geometry"":[{""x"":859,""y"":28},{""x"":1548,""y"":28},{""x"":1548,""y"":266},{""x"":859,""y"":266}]},{""geometry"":[{""x"":955,""y"":2723},{""x"":1482,""y"":2723},{""x"":1482,""y"":2957},{""x"":955,""y"":2957}]},{""geometry"":[{""x"":2794,""y"":32},{""x"":3353,""y"":32},{""x"":3353,""y"":260},{""x"":2794,""y"":260}]},{""geometry"":[{""x"":2762,""y"":305},{""x"":3340,""y"":305},{""x"":3340,""y"":546},{""x"":2762,""y"":546}]},{""geometry"":[{""x"":2801,""y"":598},{""x"":3359,""y"":598},{""x"":3359,""y"":838},{""x"":2801,""y"":838}]},{""geometry"":[{""x"":2768,""y"":871},{""x"":3346,""y"":871},{""x"":3346,""y"":1131},{""x"":2768,""y"":1131}]},{""geometry"":[{""x"":2755,""y"":1157},{""x"":3392,""y"":1157},{""x"":3392,""y"":1456},{""x"":2755,""y"":1456}]},{""geometry"":[{""x"":2729,""y"":1469},{""x"":3392,""y"":1469},{""x"":3392,""y"":1722},{""x"":2729,""y"":1722}]},{""geometry"":[{""x"":2833,""y"":1748},{""x"":3385,""y"":1748},{""x"":3385,""y"":2021},{""x"":2833,""y"":2021}]},{""geometry"":[{""x"":2833,""y"":2060},{""x"":3444,""y"":2060},{""x"":3444,""y"":2346},{""x"":2833,""y"":2346}]},{""geometry"":[{""x"":2892,""y"":2372},{""x"":3424,""y"":2372},{""x"":3424,""y"":2658},{""x"":2892,""y"":2658}]},{""geometry"":[{""x"":2820,""y"":2671},{""x"":3392,""y"":2671},{""x"":3392,""y"":2944},{""x"":2820,""y"":2944}]}],""vehicle_classifications"":""car""}",patsakon14@gmail.com,CarCounting,1571103612000,1571103612000,194.879,DJI_0327.JPG,,,,,Vehicle30up,[],https://image-segmentation-v4.labelbox.com?project=ck1iu90xiqckk0794r1awffv9&label=ck1r6ixic36mc07572nhxpahg
ck1r6l937wac10838hkm8zbsu,ck1iwe0slrjg10cwb7u39ffkv,https://storage.labelbox.com/ck1itsh2xsfpm08633yp1alpu%2Fc594fa15-abb3-0f39-3539-52618e7fcace-DJI_0330.JPG?Expires=1572907151435&KeyName=labelbox-assets-key-1&Signature=opHn6FRtdyoUyMclRe17jz4-Pjo,"{""Vehicle"":[{""geometry"":[{""x"":1779,""y"":1013},{""x"":1979,""y"":1013},{""x"":1979,""y"":1583},{""x"":1779,""y"":1583}]},{""geometry"":[{""x"":2544,""y"":58},{""x"":3098,""y"":58},{""x"":3098,""y"":333},{""x"":2544,""y"":333}]},{""geometry"":[{""x"":2544,""y"":375},{""x"":3088,""y"":375},{""x"":3088,""y"":639},{""x"":2544,""y"":639}]},{""geometry"":[{""x"":2570,""y"":676},{""x"":3140,""y"":676},{""x"":3140,""y"":918},{""x"":2570,""y"":918}]},{""geometry"":[{""x"":2544,""y"":945},{""x"":3156,""y"":945},{""x"":3156,""y"":1182},{""x"":2544,""y"":1182}]},{""geometry"":[{""x"":2502,""y"":1240},{""x"":3167,""y"":1240},{""x"":3167,""y"":1483},{""x"":2502,""y"":1483}]},{""geometry"":[{""x"":2655,""y"":1520},{""x"":3188,""y"":1520},{""x"":3188,""y"":1773},{""x"":2655,""y"":1773}]},{""geometry"":[{""x"":2592,""y"":1800},{""x"":3177,""y"":1800},{""x"":3177,""y"":2064},{""x"":2592,""y"":2064}]},{""geometry"":[{""x"":2592,""y"":2116},{""x"":3125,""y"":2116},{""x"":3125,""y"":2359},{""x"":2592,""y"":2359}]},{""geometry"":[{""x"":2628,""y"":2407},{""x"":3172,""y"":2407},{""x"":3172,""y"":2655},{""x"":2628,""y"":2655}]},{""geometry"":[{""x"":2586,""y"":2665},{""x"":3167,""y"":2665},{""x"":3167,""y"":2966},{""x"":2586,""y"":2966}]},{""geometry"":[{""x"":771,""y"":111},{""x"":1351,""y"":111},{""x"":1351,""y"":359},{""x"":771,""y"":359}]},{""geometry"":[{""x"":765,""y"":380},{""x"":1383,""y"":380},{""x"":1383,""y"":665},{""x"":765,""y"":665}]},{""geometry"":[{""x"":797,""y"":707},{""x"":1415,""y"":707},{""x"":1415,""y"":955},{""x"":797,""y"":955}]},{""geometry"":[{""x"":786,""y"":982},{""x"":1409,""y"":982},{""x"":1409,""y"":1251},{""x"":786,""y"":1251}]},{""geometry"":[{""x"":765,""y"":1272},{""x"":1415,""y"":1272},{""x"":1415,""y"":1504},{""x"":765,""y"":1504}]},{""geometry"":[{""x"":808,""y"":1557},{""x"":1356,""y"":1557},{""x"":1356,""y"":1784},{""x"":808,""y"":1784}]},{""geometry"":[{""x"":676,""y"":1842},{""x"":1356,""y"":1842},{""x"":1356,""y"":2111},{""x"":676,""y"":2111}]},{""geometry"":[{""x"":823,""y"":2153},{""x"":1351,""y"":2153},{""x"":1351,""y"":2370},{""x"":823,""y"":2370}]},{""geometry"":[{""x"":781,""y"":2444},{""x"":1383,""y"":2444},{""x"":1383,""y"":2681},{""x"":781,""y"":2681}]},{""geometry"":[{""x"":829,""y"":2723},{""x"":1393,""y"":2723},{""x"":1393,""y"":2982},{""x"":829,""y"":2982}]},{""geometry"":[{""x"":0,""y"":2423},{""x"":575,""y"":2423},{""x"":575,""y"":2745},{""x"":0,""y"":2745}]},{""geometry"":[{""x"":0,""y"":2760},{""x"":565,""y"":2760},{""x"":565,""y"":2993},{""x"":0,""y"":2993}]},{""geometry"":[{""x"":32,""y"":961},{""x"":301,""y"":961},{""x"":301,""y"":1225},{""x"":32,""y"":1225}]}]}",patsakon14@gmail.com,CarCounting,1571103720000,1571103720000,106.929,DJI_0330.JPG,,,,,Vehicle30up,[],https://image-segmentation-v4.labelbox.com?project=ck1iu90xiqckk0794r1awffv9&label=ck1r6l937wac10838hkm8zbsu
ck1r8fa7ju86e07944traol1q,ck1iwe0skrjft0cwbfj1lafr8,https://storage.labelbox.com/ck1itsh2xsfpm08633yp1alpu%2Fe9d3ca4c-5509-f4d8-f7c1-18b1799ab1a6-DJI_0328.JPG?Expires=1572907151435&KeyName=labelbox-assets-key-1&Signature=ZHm3Lqx5iaoCjER8xp81yleP_Ko,"{""Vehicle"":[{""geometry"":[{""x"":767,""y"":519},{""x"":1443,""y"":519},{""x"":1443,""y"":754},{""x"":767,""y"":754}]},{""geometry"":[{""x"":882,""y"":855},{""x"":1415,""y"":855},{""x"":1415,""y"":1066},{""x"":882,""y"":1066}]},{""geometry"":[{""x"":827,""y"":1117},{""x"":1424,""y"":1117},{""x"":1424,""y"":1360},{""x"":827,""y"":1360}]},{""geometry"":[{""x"":887,""y"":1401},{""x"":1447,""y"":1401},{""x"":1447,""y"":1640},{""x"":887,""y"":1640}]},{""geometry"":[{""x"":781,""y"":1691},{""x"":1415,""y"":1691},{""x"":1415,""y"":1948},{""x"":781,""y"":1948}]},{""geometry"":[{""x"":781,""y"":1985},{""x"":1434,""y"":1985},{""x"":1434,""y"":2224},{""x"":781,""y"":2224}]},{""geometry"":[{""x"":845,""y"":2284},{""x"":1383,""y"":2284},{""x"":1383,""y"":2536},{""x"":845,""y"":2536}]},{""geometry"":[{""x"":0,""y"":1112},{""x"":584,""y"":1112},{""x"":584,""y"":1383},{""x"":0,""y"":1383}]},{""geometry"":[{""x"":69,""y"":1429},{""x"":611,""y"":1429},{""x"":611,""y"":1650},{""x"":69,""y"":1650}]},{""geometry"":[{""x"":0,""y"":1691},{""x"":652,""y"":1691},{""x"":652,""y"":1976},{""x"":0,""y"":1976}]},{""geometry"":[{""x"":0,""y"":2270},{""x"":652,""y"":2270},{""x"":652,""y"":2601},{""x"":0,""y"":2601}]},{""geometry"":[{""x"":882,""y"":230},{""x"":1392,""y"":230},{""x"":1392,""y"":455},{""x"":882,""y"":455}]},{""geometry"":[{""x"":891,""y"":2582},{""x"":1447,""y"":2582},{""x"":1447,""y"":2821},{""x"":891,""y"":2821}]},{""geometry"":[{""x"":905,""y"":2863},{""x"":1466,""y"":2863},{""x"":1466,""y"":3000},{""x"":905,""y"":3000}]},{""geometry"":[{""x"":1760,""y"":2651},{""x"":2068,""y"":2651},{""x"":2068,""y"":3000},{""x"":1760,""y"":3000}]},{""geometry"":[{""x"":2725,""y"":2495},{""x"":3340,""y"":2495},{""x"":3340,""y"":2817},{""x"":2725,""y"":2817}]},{""geometry"":[{""x"":2738,""y"":2238},{""x"":3267,""y"":2238},{""x"":3267,""y"":2467},{""x"":2738,""y"":2467}]},{""geometry"":[{""x"":2665,""y"":1944},{""x"":3212,""y"":1944},{""x"":3212,""y"":2192},{""x"":2665,""y"":2192}]},{""geometry"":[{""x"":2642,""y"":1659},{""x"":3262,""y"":1659},{""x"":3262,""y"":1907},{""x"":2642,""y"":1907}]},{""geometry"":[{""x"":2656,""y"":1378},{""x"":3198,""y"":1378},{""x"":3198,""y"":1604},{""x"":2656,""y"":1604}]},{""geometry"":[{""x"":2633,""y"":1080},{""x"":3230,""y"":1080},{""x"":3230,""y"":1300},{""x"":2633,""y"":1300}]},{""geometry"":[{""x"":2582,""y"":767},{""x"":3166,""y"":767},{""x"":3166,""y"":1002},{""x"":2582,""y"":1002}]},{""geometry"":[{""x"":2688,""y"":510},{""x"":3239,""y"":510},{""x"":3239,""y"":721},{""x"":2688,""y"":721}]},{""geometry"":[{""x"":2757,""y"":221},{""x"":3216,""y"":221},{""x"":3216,""y"":437},{""x"":2757,""y"":437}]},{""geometry"":[{""x"":2546,""y"":0},{""x"":3207,""y"":0},{""x"":3207,""y"":188},{""x"":2546,""y"":188}]},{""geometry"":[{""x"":1461,""y"":198},{""x"":790,""y"":198},{""x"":790,""y"":0},{""x"":1461,""y"":0}]},{""geometry"":[{""x"":2766,""y"":2872},{""x"":3308,""y"":2872},{""x"":3308,""y"":3000},{""x"":2766,""y"":3000}]}]}",patsakon14@gmail.com,CarCounting,1571106801000,1571106801000,3079.552,DJI_0328.JPG,,,,,Vehicle30up,[],https://image-segmentation-v4.labelbox.com?project=ck1iu90xiqckk0794r1awffv9&label=ck1r8fa7ju86e07944traol1q
ck1r8gy0wsoj407484668rl28,ck1iwe0slrjfx0cwb26xj5h21,https://storage.labelbox.com/ck1itsh2xsfpm08633yp1alpu%2F68efad0d-aa5b-9c3f-8295-e3c383deb62f-DJI_0329.JPG?Expires=1572907151435&KeyName=labelbox-assets-key-1&Signature=1w7IZ9BYXPv2ceMt1j6lt4DrNsw,"{""Vehicle"":[{""geometry"":[{""x"":1751,""y"":1829},{""x"":1999,""y"":1829},{""x"":1999,""y"":2421},{""x"":1751,""y"":2421}]},{""geometry"":[{""x"":2637,""y"":1741},{""x"":3193,""y"":1741},{""x"":3193,""y"":1980},{""x"":2637,""y"":1980}]},{""geometry"":[{""x"":2637,""y"":2026},{""x"":3175,""y"":2026},{""x"":3175,""y"":2302},{""x"":2637,""y"":2302}]},{""geometry"":[{""x"":2610,""y"":2330},{""x"":3226,""y"":2330},{""x"":3226,""y"":2614},{""x"":2610,""y"":2614}]},{""geometry"":[{""x"":2633,""y"":2614},{""x"":3216,""y"":2614},{""x"":3216,""y"":2872},{""x"":2633,""y"":2872}]},{""geometry"":[{""x"":2716,""y"":2895},{""x"":3262,""y"":2895},{""x"":3262,""y"":3000},{""x"":2716,""y"":3000}]},{""geometry"":[{""x"":799,""y"":2670},{""x"":1438,""y"":2670},{""x"":1438,""y"":2913},{""x"":799,""y"":2913}]},{""geometry"":[{""x"":744,""y"":2348},{""x"":1420,""y"":2348},{""x"":1420,""y"":2619},{""x"":744,""y"":2619}]},{""geometry"":[{""x"":841,""y"":2049},{""x"":1424,""y"":2049},{""x"":1424,""y"":2307},{""x"":841,""y"":2307}]},{""geometry"":[{""x"":777,""y"":1751},{""x"":1378,""y"":1751},{""x"":1378,""y"":2022},{""x"":777,""y"":2022}]},{""geometry"":[{""x"":809,""y"":1415},{""x"":1378,""y"":1415},{""x"":1378,""y"":1732},{""x"":809,""y"":1732}]},{""geometry"":[{""x"":685,""y"":1167},{""x"":1388,""y"":1167},{""x"":1388,""y"":1406},{""x"":685,""y"":1406}]},{""geometry"":[{""x"":809,""y"":882},{""x"":1360,""y"":882},{""x"":1360,""y"":1117},{""x"":809,""y"":1117}]},{""geometry"":[{""x"":786,""y"":620},{""x"":1420,""y"":620},{""x"":1420,""y"":878},{""x"":786,""y"":878}]},{""geometry"":[{""x"":795,""y"":340},{""x"":1401,""y"":340},{""x"":1401,""y"":584},{""x"":795,""y"":584}]},{""geometry"":[{""x"":845,""y"":28},{""x"":1498,""y"":28},{""x"":1498,""y"":317},{""x"":845,""y"":317}]},{""geometry"":[{""x"":32,""y"":294},{""x"":519,""y"":294},{""x"":519,""y"":570},{""x"":32,""y"":570}]},{""geometry"":[{""x"":0,""y"":1778},{""x"":551,""y"":1778},{""x"":551,""y"":2040},{""x"":0,""y"":2040}]},{""geometry"":[{""x"":23,""y"":2077},{""x"":510,""y"":2077},{""x"":510,""y"":2343},{""x"":23,""y"":2343}]},{""geometry"":[{""x"":0,""y"":2339},{""x"":501,""y"":2339},{""x"":501,""y"":2651},{""x"":0,""y"":2651}]},{""geometry"":[{""x"":2610,""y"":23},{""x"":3170,""y"":23},{""x"":3170,""y"":271},{""x"":2610,""y"":271}]},{""geometry"":[{""x"":2568,""y"":253},{""x"":3166,""y"":253},{""x"":3166,""y"":533},{""x"":2568,""y"":533}]},{""geometry"":[{""x"":2523,""y"":561},{""x"":3189,""y"":561},{""x"":3189,""y"":841},{""x"":2523,""y"":841}]},{""geometry"":[{""x"":2706,""y"":859},{""x"":3193,""y"":859},{""x"":3193,""y"":1112},{""x"":2706,""y"":1112}]},{""geometry"":[{""x"":2637,""y"":1144},{""x"":3180,""y"":1144},{""x"":3180,""y"":1374},{""x"":2637,""y"":1374}]},{""geometry"":[{""x"":2619,""y"":1429},{""x"":3101,""y"":1429},{""x"":3101,""y"":1677},{""x"":2619,""y"":1677}]}]}",patsakon14@gmail.com,CarCounting,1571106879000,1571106879000,76.316,DJI_0329.JPG,,,,,Vehicle30up,[],https://image-segmentation-v4.labelbox.com?project=ck1iu90xiqckk0794r1awffv9&label=ck1r8gy0wsoj407484668rl28
ck1raqveqtqj00748ic40udrb,ck1rag5ewmwau0er0ed051np6,https://storage.labelbox.com/ck1itsh2xsfpm08633yp1alpu%2F32118662-384c-0358-22a6-5c7e6f5eb3bc-DJI_0165.JPG?Expires=1572907151435&KeyName=labelbox-assets-key-1&Signature=_c9FYjP-uS9xC_1ZJowuSJZIiTI,"{""Vehicle"":[{""geometry"":[{""x"":1052,""y"":859},{""x"":1254,""y"":859},{""x"":1254,""y"":1015},{""x"":1052,""y"":1015}]},{""geometry"":[{""x"":855,""y"":914},{""x"":1061,""y"":914},{""x"":1061,""y"":1084},{""x"":855,""y"":1084}]},{""geometry"":[{""x"":2568,""y"":1176},{""x"":2771,""y"":1176},{""x"":2771,""y"":1259},{""x"":2568,""y"":1259}]},{""geometry"":[{""x"":3207,""y"":887},{""x"":3386,""y"":887},{""x"":3386,""y"":951},{""x"":3207,""y"":951}]},{""geometry"":[{""x"":3892,""y"":979},{""x"":4000,""y"":979},{""x"":4000,""y"":1094},{""x"":3892,""y"":1094}]}]}",patsakon14@gmail.com,CarCounting,1571110701000,1571110701000,45.108,DJI_0165.JPG,,,,,aa,[],https://image-segmentation-v4.labelbox.com?project=ck1iu90xiqckk0794r1awffv9&label=ck1raqveqtqj00748ic40udrb
ck1rardm0vc6n079494a3bu9q,ck1rai49qmwb60er0crdt18me,https://storage.labelbox.com/ck1itsh2xsfpm08633yp1alpu%2F564436c0-2d06-9c6f-16e0-cf226fcfe8f0-DJI_0166.JPG?Expires=1572907151435&KeyName=labelbox-assets-key-1&Signature=B-57icWL1vAf10ykcRmMPaIehj0,"{""Vehicle"":[{""geometry"":[{""x"":1976,""y"":1231},{""x"":2183,""y"":1231},{""x"":2183,""y"":1314},{""x"":1976,""y"":1314}]},{""geometry"":[{""x"":3230,""y"":868},{""x"":3405,""y"":868},{""x"":3405,""y"":956},{""x"":3230,""y"":956}]},{""geometry"":[{""x"":3437,""y"":1075},{""x"":3634,""y"":1075},{""x"":3634,""y"":1176},{""x"":3437,""y"":1176}]},{""geometry"":[{""x"":1590,""y"":1011},{""x"":1847,""y"":1011},{""x"":1847,""y"":1140},{""x"":1590,""y"":1140}]}],""vehicle_classifications"":""car""}",patsakon14@gmail.com,CarCounting,1571110725000,1571110725000,22.881,DJI_0166.JPG,,,,,Vehicle30up,[],https://image-segmentation-v4.labelbox.com?project=ck1iu90xiqckk0794r1awffv9&label=ck1rardm0vc6n079494a3bu9q
ck1raruzqh0x60811zvmnu7zo,ck1rai49qmwbi0er0bpg1apjc,https://storage.labelbox.com/ck1itsh2xsfpm08633yp1alpu%2F3138bd1d-c4c6-5287-7cae-8a8671f6cfd7-DJI_0169.JPG?Expires=1572907151435&KeyName=labelbox-assets-key-1&Signature=tFWXwuWmvscd61oo-7q_gIFgiDg,"{""Vehicle"":[{""geometry"":[{""x"":1351,""y"":1181},{""x"":1558,""y"":1181},{""x"":1558,""y"":1332},{""x"":1351,""y"":1332}]},{""geometry"":[{""x"":2311,""y"":1434},{""x"":2523,""y"":1434},{""x"":2523,""y"":1525},{""x"":2311,""y"":1525}]},{""geometry"":[{""x"":3487,""y"":1071},{""x"":3685,""y"":1071},{""x"":3685,""y"":1140},{""x"":3487,""y"":1140}]},{""geometry"":[{""x"":3487,""y"":1149},{""x"":3676,""y"":1149},{""x"":3676,""y"":1259},{""x"":3487,""y"":1259}]},{""geometry"":[{""x"":129,""y"":956},{""x"":349,""y"":956},{""x"":349,""y"":1094},{""x"":129,""y"":1094}]}]}",patsakon14@gmail.com,CarCounting,1571110747000,1571110747000,21.859,DJI_0169.JPG,,,,,Vehicle30up,[],https://image-segmentation-v4.labelbox.com?project=ck1iu90xiqckk0794r1awffv9&label=ck1raruzqh0x60811zvmnu7zo
ck1rask211c6l0944t762a3bt,ck1rai49qmway0er09vq32y1r,https://storage.labelbox.com/ck1itsh2xsfpm08633yp1alpu%2Ffa36f087-421f-2df7-de23-3b00c9c46818-DJI_0164.JPG?Expires=1572907151435&KeyName=labelbox-assets-key-1&Signature=44WLOoUrUoNRT9MreVpnd_vEYTs,"{""Vehicle"":[{""geometry"":[{""x"":437,""y"":657},{""x"":685,""y"":657},{""x"":685,""y"":804},{""x"":437,""y"":804}]},{""geometry"":[{""x"":3198,""y"":873},{""x"":3396,""y"":873},{""x"":3396,""y"":960},{""x"":3198,""y"":960}]},{""geometry"":[{""x"":3216,""y"":1052},{""x"":3419,""y"":1052},{""x"":3419,""y"":1144},{""x"":3216,""y"":1144}]}],""vehicle_classifications"":""car""}",patsakon14@gmail.com,CarCounting,1571110780000,1571110780000,31.705,DJI_0164.JPG,,,,,Vehicle30up,[],https://image-segmentation-v4.labelbox.com?project=ck1iu90xiqckk0794r1awffv9&label=ck1rask211c6l0944t762a3bt
ck1rasvy01ce909445gxa0jzy,ck1rai49qmwba0er0bkdm3304,https://storage.labelbox.com/ck1itsh2xsfpm08633yp1alpu%2Fc26ab9b9-d802-4531-0c89-1e5ad26dc221-DJI_0167.JPG?Expires=1572907151435&KeyName=labelbox-assets-key-1&Signature=MebWIxqzzxBoYRsrP4FOJZ3SX7Q,"{""Vehicle"":[{""geometry"":[{""x"":2219,""y"":1158},{""x"":2481,""y"":1158},{""x"":2481,""y"":1268},{""x"":2219,""y"":1268}]},{""geometry"":[{""x"":3276,""y"":947},{""x"":3464,""y"":947},{""x"":3464,""y"":1052},{""x"":3276,""y"":1052}]},{""geometry"":[{""x"":2982,""y"":1245},{""x"":3198,""y"":1245},{""x"":3198,""y"":1337},{""x"":2982,""y"":1337}]}]}",patsakon14@gmail.com,CarCounting,1571110795000,1571110795000,14.725,DJI_0167.JPG,,,,,Vehicle30up,[],https://image-segmentation-v4.labelbox.com?project=ck1iu90xiqckk0794r1awffv9&label=ck1rasvy01ce909445gxa0jzy
ck1rat9yktrzt0748q8badpvp,ck1rai49qmwbm0er0266g3y00,https://storage.labelbox.com/ck1itsh2xsfpm08633yp1alpu%2Fce2f2c7d-8e52-d098-4f97-17b5f661ab79-DJI_0170.JPG?Expires=1572907151436&KeyName=labelbox-assets-key-1&Signature=AXkPBmWXoGYpLZt2aDrYLKillkk,"{""Vehicle"":[{""geometry"":[{""x"":1682,""y"":1259},{""x"":1888,""y"":1259},{""x"":1888,""y"":1397},{""x"":1682,""y"":1397}]},{""geometry"":[{""x"":110,""y"":744},{""x"":358,""y"":744},{""x"":358,""y"":891},{""x"":110,""y"":891}]},{""geometry"":[{""x"":354,""y"":1011},{""x"":602,""y"":1011},{""x"":602,""y"":1135},{""x"":354,""y"":1135}]},{""geometry"":[{""x"":3685,""y"":1107},{""x"":3864,""y"":1107},{""x"":3864,""y"":1190},{""x"":3685,""y"":1190}]}]}",patsakon14@gmail.com,CarCounting,1571110813000,1571110813000,17.396,DJI_0170.JPG,,,,,Vehicle30up,[],https://image-segmentation-v4.labelbox.com?project=ck1iu90xiqckk0794r1awffv9&label=ck1rat9yktrzt0748q8badpvp
